ID,"Churn (1=yes, 0=No)",Profit,Age,Cancelled,Months since start,Way of payment,Promotion,Region,Profit segment,Sex,Tariff model,Academic title,Revenue from calls (3 months ago),Fixed revenue (3 months ago),Revenue from roaming (3 months ago),Total revenue (3 months ago),Airtime to data service (1 month ago),Airtime incoming (1 month ago),Airtime to mobile (1 month ago),Calls to data service (3 months ago),Calls incoming (3 months ago),Calls roaming (3 months ago)
7552,0,"62,4685202901011",25,0,25,Standing Order,0,5,D,Female,5,0,"1,62864366880981","28,12",0,"29,7486436688098",0,"24,458960726948","91,3683092841542",0,4,0
7553,0,"92,7106393926931",21,0,11,Standing Order,0,6,D,Male,16,0,"19,0199628041316","28,12",0,"47,1399628041316",0,"5836,22144745041","150,68739342017",0,21,0
7554,0,"267,81764409879",34,0,22,Standing Order,0,7,C,Male,16,0,"25,0465689676649","28,12","4,85408853793372","58,0206575055987",0,"2250,95812201814","1863,7539550876",0,12,0
7555,1,"695,050429267095",24,0,7,Standing Order,0,7,E,Female,18,0,"272,53099709295","62,6",0,"335,13099709295",0,"14146,4588035586","5483,46308757317",0,178,0
7556,0,"16,5790283782309",28,0,9,Standing Order,0,6,D,Male,5,0,"37,5360026495774","29,67","4,86515071145511","72,0711533610325",0,"1415,29411627584",0,0,53,0
7557,0,"0,067840300560987",34,0,15,Standing Order,0,3,D,Male,16,0,"0,561391353085547","4,89",0,"5,45139135308555",0,"36,1532671175961",0,0,2,0
7558,0,"152,402677332628",23,0,17,Standing Order,0,5,C,Female,16,0,"35,8161359553284","28,12",0,"63,9361359553284",0,"1726,23368883144","1031,85759227541",0,59,0
7559,0,"67,2483757034514",33,0,18,Standing Order,0,7,B,Male,5,1,"7,48613046309759","30,71","83,157288411268","121,353418874366",0,"147,834591172696","111,334144819245",0,1,0
7560,0,"31,0783171533311",23,0,20,Standing Order,0,3,D,Male,5,0,"5,92469232170653","28,12",0,"34,0446923217065",0,"60,1460832077051",0,0,13,0
7561,0,"115,124804741488",23,0,25,Standing Order,0,9,C,Female,16,0,"38,048756848758","28,12",0,"66,168756848758",0,"4681,66470274186","760,517759824301",0,45,0
7562,0,"124,373283401662",29,0,7,Standing Order,0,2,E,Male,5,0,"36,8829675749668","28,12",0,"65,0029675749668",0,0,0,0,0,0
7563,0,"96,2710261212077",47,0,14,Standing Order,0,5,D,Male,16,0,"18,5385014981797","28,12",0,"46,6585014981797",0,"196,646474591639","141,228318529465",0,21,0
7564,0,"63,6644650407652",23,0,23,Standing Order,0,7,D,Female,5,0,"13,0149863813997","30,71",0,"43,7249863813997",0,"5667,21393970609","53,002453274627",0,30,0
7565,0,"247,488925407469",34,0,13,Standing Order,0,7,C,Male,16,0,"75,6351889075592","28,12",0,"103,755188907559",0,"2164,8089344553",0,0,76,3
7566,0,"69,8120000279342",25,0,23,Standing Order,0,9,D,Male,16,0,"19,7608266562616","30,71",0,"50,4708266562616",0,"878,554273637735",0,0,18,0
7567,0,"58,5794280298826",22,0,23,Standing Order,0,5,C,Male,5,0,"21,1313748836521","28,12",0,"49,2513748836521",0,"304,303627449178","31,4545528848119",0,4,0
7568,0,"62,1102941531379",47,0,21,Standing Order,0,3,D,Male,5,0,"2,43032768568071","28,12",0,"30,5503276856807",0,"459,966650347064","25,2683441742323",0,22,0
7569,0,"0,442346311434996",38,0,28,Standing Order,0,8,D,Male,5,0,"0,720876608290249","30,71",0,"31,4308766082903",0,"32,9090682636094",0,0,6,0
7570,0,"220,680822095608",29,0,22,Standing Order,0,7,C,Female,5,0,"64,9353937562495","28,12","112,517744607781","205,573138364031",0,"7172,79853857433","310,390386018694",0,142,0
7571,0,"47,0072777347282",24,0,6,Standing Order,0,2,E,Male,5,0,"4,05543039266361","28,12",0,"32,1754303926636",0,"146,766010061447","237,309211746894",0,8,0
7572,1,"373,804023571198",27,0,13,Standing Order,0,4,C,Female,4,0,"104,720091013343","65,19",0,"169,910091013343",0,"3885,23677534565","2580,2271392082",0,72,0
7573,0,"41,5022338211324",26,0,7,Standing Order,0,2,E,Female,16,0,"134,144835794679","30,71",0,"164,85483579468",0,"531,290907997751",0,0,31,0
7574,0,"201,124949900814",22,0,31,Standing Order,0,4,C,Female,16,0,"104,003362686811","30,71",0,"134,713362686811",0,"2092,36349538797","1677,96401873001",0,34,0
7575,1,"350,494963400283",20,0,13,Standing Order,0,6,D,Male,5,0,"31,9776416604363","30,71",0,"62,6876416604363",0,"6792,08697231227","4368,87460906134",0,176,0
7576,0,"57,0710870307391",24,0,8,Standing Order,0,1,D,Male,5,0,"0,760391215642117","28,12",0,"28,8803912156421",0,"74,0485585330008",0,0,1,0
7577,0,"102,029733866841",28,0,17,Standing Order,0,6,D,Male,16,0,"3,31912168722795","28,12",0,"31,439121687228",0,"849,378212624041","552,286879127409",0,33,2
7578,0,"9,64265893806782",23,0,17,Standing Order,0,9,D,Male,16,0,"19,1328615215194","30,71",0,"49,8428615215194",0,"889,211122229426","64,4533446604585",0,26,0
7579,0,"28,4813115515361",28,0,12,Standing Order,0,5,D,Male,16,0,"2,0887687508121","28,12","77,6667464501106","107,875515200923",0,"1063,5129009014",0,0,22,0
7580,0,"94,382703986352",47,0,29,Standing Order,0,5,B,Female,16,0,"158,407629798591","30,71",0,"189,117629798591",0,"1771,71374768946",0,0,74,23
7581,0,"77,5271267107396",28,0,6,Standing Order,0,8,E,Female,16,0,"18,6422569380151","28,12",0,"46,7622569380151",0,"468,505359311802","92,5532321544996",0,22,0
7582,0,"89,9733941546883",26,0,25,Standing Order,0,1,D,Male,5,0,"23,5421009619873","28,12",0,"51,6621009619873",0,"724,868006747152","82,1298022491918",0,20,0
7583,0,"20,8533560662976",28,0,9,Standing Order,0,7,D,Female,5,0,"3,75718002356512","30,71",0,"34,4671800235651",0,"539,880573707128","590,177149325959",0,2,0
7584,0,"67,9511077562225",26,0,8,Standing Order,0,9,D,Female,16,0,"18,3855078744135","28,12",0,"46,5055078744135",0,"4147,11436310097","1307,81789192812",0,38,0
7585,0,"70,7298415519669",29,0,12,Standing Order,0,5,D,Male,16,0,"4,40202987526502","28,12","88,1679897457111","120,690019620976",0,"793,994561965766","57,2377058339725",0,10,0
7586,1,"821,233936299056",23,0,15,Standing Order,0,7,C,Male,16,0,"37,9105068042251","28,12","124,395803363985","190,42631016821",0,"173,352289097247",0,0,3,0
7587,0,"37,9004093802325",25,0,28,Standing Order,0,0,D,Male,16,0,"3,1550311892546","28,12",0,"31,2750311892546",0,0,"10,0282072678457",0,1,0
7588,0,"10,5350341459857",37,0,7,Standing Order,0,4,E,Male,16,0,"7,59452773481171","28,12",0,"35,7145277348117",0,0,0,0,0,0
7589,0,"128,827980320764",22,0,23,Standing Order,0,6,D,Male,5,0,"35,426040385485","30,71",0,"66,136040385485",0,"2376,06736252079","712,748388629612",0,55,0
7590,1,"53,0016882844092",23,0,25,Standing Order,0,4,D,Male,5,0,"23,2145902778011","28,12",0,"51,3345902778011",0,"3441,5485867484","594,673155100622",0,28,0
7591,0,"104,196787552142",28,0,17,Standing Order,0,6,D,Male,16,0,"3,87043186723345","28,12",0,"31,9904318672335",0,"928,179522631313","524,373479299898",0,30,2
7592,0,"155,384405946567",25,0,26,Standing Order,0,4,B,Male,8,0,"318,157504999666",0,0,"318,157504999666",0,"9629,60899252665","2606,70681373652",0,138,0
7593,0,"63,2711303607764",28,0,8,Standing Order,0,1,D,Male,16,0,"33,2540685662311","28,12",0,"61,3740685662311",0,"527,85102877606","413,773273498948",0,3,0
7594,0,"0,005945011020913",28,0,15,Standing Order,0,8,D,Male,16,0,"0,723495781492687",0,0,"0,723495781492687",0,"260,373777386208",0,0,0,0
7595,0,"79,0213875213656",22,0,24,Standing Order,0,0,C,Male,16,0,"130,602061716871","28,12",0,"158,722061716871",0,"6125,58037106695","69,547661460166",0,89,0
7596,0,"69,1128985453404",26,0,7,Standing Order,0,2,E,Female,16,0,"124,750775787783","30,71",0,"155,460775787783",0,"420,782154800773",0,0,31,0
7597,0,"33,2749651181383",23,0,19,Unknown,0,6,B,Male,5,0,"379,093523587056","30,71",0,"409,803523587056",0,"8582,13258110364","811,461354074725",0,124,0
7598,0,"3,10703985782931",33,0,13,Standing Order,0,8,B,Male,5,0,"250,80381657364","30,71",0,"281,51381657364",0,"14769,6150839064","1634,25842345333",0,296,0
7599,0,"10,4177516938277",29,0,14,Standing Order,0,4,D,Male,5,0,"9,20744150242741","28,12",0,"37,3274415024274",0,"369,390228664399","228,835827518539",0,0,0
7600,0,"1,24256027906862",25,1,36,Standing Order,0,4,D,Female,5,0,"32,6523118922176","28,12",0,"60,7723118922176",0,"1806,33907494074","1203,5164283861",0,57,0
7601,1,"203,252174663604",23,0,7,Unknown,0,3,B,Male,16,0,"147,079610359168","28,12",0,"175,199610359168",0,"9582,61614514301","4772,92480111808",0,67,0
7602,0,"43,6577787192626",24,0,12,Standing Order,0,5,D,Male,16,0,"10,7724645938077","28,12",0,"38,8924645938077",0,"610,11790618003","360,943376480644",0,9,0
7603,0,"7,20842111081157",28,0,21,Standing Order,0,1,D,Male,5,0,0,"28,12",0,"28,12",0,"1567,98743249251",0,0,1,0
7604,0,"0,491410074177839",33,0,17,Standing Order,0,2,C,Male,4,0,"59,1679429593328","62,6",0,"121,767942959333",0,"70,0579468377413",0,0,6,0
7605,0,"23,8504973195783",34,0,9,Standing Order,0,7,D,Male,5,0,"1,59603295736963","28,12",0,"29,7160329573696",0,"114,594264639139","81,6343566708713",0,3,0
7606,0,"76,7145305305859",34,0,22,Standing Order,0,8,D,Male,5,0,"18,9984653893925","28,12",0,"47,1184653893925",0,"2309,70526692324",0,0,45,0
7607,0,"136,940620217359",24,0,10,Standing Order,0,7,C,Male,16,0,"89,3930848579959","30,71",0,"120,103084857996",0,"1763,69188792457","967,993376937283",0,67,0
7608,0,"71,3928348997345",29,0,15,Unknown,0,4,D,Male,5,0,"19,8638389542281","30,71","3,14976685617668","53,7236058104047",0,"12506,704775494","301,166597477006",0,150,2
7609,0,"183,527299293181",25,0,25,Standing Order,0,6,D,Male,16,0,"11,8310300537401","30,71",0,"42,5410300537401",0,"6391,88099962297","2639,57514885597",0,30,0
7610,0,"12,3964425020551",28,0,9,Standing Order,0,3,D,Male,16,0,"90,0831418469412","28,12",0,"118,203141846941",0,"798,597921697683","2030,30231659267",0,26,0
7611,0,"32,3385402592803",21,0,20,Standing Order,0,5,B,Male,5,0,"4,53077969174329","30,71",0,"35,2407796917433",0,"185,006372364525",0,0,17,0
7612,0,"90,0016649385418",27,0,25,Standing Order,0,1,D,Male,16,0,"15,7889553869982","30,71",0,"46,4989553869982",0,"80,2207408615082",0,0,2,0
7613,0,"70,9671443626352",27,0,9,Standing Order,0,7,D,Male,5,0,"1,76164687892783","28,12",0,"29,8816468789278",0,"9141,66600638704",0,0,23,0
7614,0,"32,034341027519",31,0,30,Standing Order,0,7,D,Female,5,1,0,"30,71",0,"30,71",0,"9,19094264682951",0,0,1,0
7615,0,"28,1227330444576",47,0,16,Unknown,0,3,D,Male,8,0,"10,0154841056572",0,0,"10,0154841056572",0,"2968,52143343315",0,0,20,0
7616,0,"59,4091518558613",25,0,15,Standing Order,0,6,C,Male,16,0,"76,2711467808449","28,12",0,"104,391146780845",0,"1955,87129711719","648,15238185188",0,46,2
7617,0,"90,4714965414619",26,0,42,Standing Order,0,2,D,Male,5,0,"0,496052503729327","30,71",0,"31,2060525037293",0,"101,773411563276",0,0,3,0
7618,0,"21,6965417519399",37,0,7,Standing Order,0,4,E,Male,16,0,"5,53916605281764","28,12",0,"33,6591660528176",0,0,0,0,0,0
7619,0,"19,5738742809934",29,0,19,Standing Order,0,9,D,Male,8,0,"46,3804204269607",0,0,"46,3804204269607",0,"332,103890504964",0,0,0,1
7620,0,"29,8352757929458",25,0,18,Standing Order,0,8,D,Male,16,0,"4,67797598013819","30,71","1,17030227494116","36,5582782550794",0,"359,239242071355",0,0,2,0
7621,1,"19,776517105376",26,0,16,Standing Order,0,3,C,Female,5,0,"126,779979637749","28,12",0,"154,899979637749",0,"3479,64674633946","528,991369318168",0,44,0
7622,0,"1,0772260064933",26,0,14,Standing Order,0,8,D,Male,16,1,"2,93044071528863","28,12",0,"31,0504407152886",0,"69,9421027588519","3,52930892593365",0,2,0
7623,0,"15,9809683332427",21,0,6,Standing Order,0,9,E,Male,16,0,"12,6530151494154","28,12",0,"40,7730151494154",0,"7306,68757214129","1584,16160749225",0,42,0
7624,0,"14,5257350873633",30,0,24,Standing Order,0,8,D,Male,16,0,"8,93230063348438","30,71",0,"39,6423006334844",0,"85,9416450595291","903,494354989539",0,5,0
7625,0,"28,3962604765278",35,0,6,Standing Order,0,1,E,Male,5,0,"6,84446205307949","28,12",0,"34,9644620530795",0,"567,95955643521",0,0,4,0
7626,1,"188,400088761993",20,0,13,Standing Order,0,6,D,Male,5,0,"28,5964392887879","30,71",0,"59,3064392887879",0,"5878,32553591537","3771,86784242974",0,152,0
7627,0,"49,7684069130562",28,0,28,Standing Order,0,4,D,Male,5,0,0,"30,71",0,"30,71",0,"5,78315261577165",0,0,2,0
7628,0,"62,1287867018634",29,0,6,Standing Order,0,5,E,Male,5,0,"26,033914769572","28,12","78,9090899349875","133,063004704559",0,"3560,25734720789","547,945838455269",0,39,0
7629,0,"49,0481967062772",21,0,17,Standing Order,0,2,D,Male,16,0,"16,0143176584952","30,71",0,"46,7243176584952",0,"2170,50605063401","347,310026499332",0,16,0
7630,0,"78,0663445367199",20,0,9,Standing Order,0,3,D,Female,16,0,"18,9530761949397","28,12",0,"47,0730761949397",0,"848,873207576426","144,290231461537",0,7,0
7631,0,"10,1030507809526",24,0,26,Standing Order,0,5,D,Female,5,0,"9,13906575102643","30,71",0,"39,8490657510264",0,"4,00558234858107",0,0,0,0
7632,0,"32,7430251800333",23,1,7,Standing Order,0,2,E,Female,16,0,"54,3953194338659","30,71",0,"85,1053194338659",0,"953,538415409751","1610,67326142908",0,20,0
7633,0,"294,307418815082",21,0,23,Standing Order,0,8,C,Male,3,0,"64,1654027677731","47,95","219,78026802735","331,895670795123",0,"3353,86200012975","977,611637101532",0,93,1
7634,0,"17,5138867336382",30,0,27,Standing Order,0,5,D,Male,16,0,"0,45211791662498","28,12",0,"28,572117916625",0,"193,395785440619","15,7704090711026",0,2,0
7635,0,"6,51457038715283",23,0,7,Standing Order,0,4,D,Male,16,0,"29,7390733938034","28,12",0,"57,8590733938034",0,"593,931849707725","92,7814724611852",0,10,0
7636,0,"62,4430061689048",30,0,8,Standing Order,0,4,D,Male,16,0,"7,50236717103365","28,12",0,"35,6223671710336",0,"755,670391232805",0,0,30,0
7637,0,"77,4335329211009",47,0,60,Standing Order,0,2,D,Male,1,0,"0,188397102944109","65,19",0,"65,3783971029441",0,"198,989075469028",0,0,10,0
7638,1,"214,575579427244",22,0,7,Standing Order,0,7,E,Male,16,0,"205,85816086511","28,12",0,"233,97816086511",0,"4094,57922329723","5435,45091481172",0,81,4
7639,0,"68,986185903377",38,0,23,Standing Order,0,6,D,Male,16,0,"3,03632699381518","30,71",0,"33,7463269938152",0,"29,1777000552613","161,80199653879",0,4,0
7640,0,"25,1286467505784",25,0,12,Standing Order,0,9,D,Female,5,0,"0,679199736526084","30,71",0,"31,3891997365261",0,0,0,0,0,0
7641,0,"108,410611970425",22,0,6,Standing Order,0,8,E,Female,16,0,"2,41653916204079","30,71",0,"33,1265391620408",0,"26960,2199983788",0,0,0,0
7642,0,"17,0537048423622",22,0,17,Standing Order,0,3,D,Male,16,0,"49,2870910398818","28,12",0,"77,4070910398818",0,"7344,804069784","265,50168620778",0,45,0
7643,0,"136,340347696379",33,0,16,Standing Order,0,5,D,Male,16,0,"15,631768879828","28,12",0,"43,751768879828",0,"3017,09931794133","833,888119333849",0,29,0
7644,0,"56,0848464752052",29,0,10,Standing Order,0,0,D,Female,16,0,"5,04229448942772","28,12",0,"33,1622944894277",0,"64,451910802759",0,0,1,0
7645,0,0,30,0,14,Standing Order,0,4,D,Male,5,0,"1,66036440901215",0,"61,9314472918722","63,5918117008844",0,"50,4395795513029","49,551229164807",0,2,0
7646,0,"70,9601137796732",24,1,27,Standing Order,0,7,C,Female,16,0,"61,2390729364983","28,12",0,"89,3590729364983",0,"4452,4444424856","3533,3997399888",0,28,0
7647,0,"217,557189684468",24,0,11,Standing Order,0,7,C,Male,16,0,"131,227478274537","28,12",0,"159,347478274537",0,"9267,74664646667","456,167202838496",0,69,0
7648,0,"322,81225938406",26,0,14,Standing Order,0,7,B,Female,16,0,"54,5351768014267","28,12","263,768174325999","346,423351127426",0,"1283,17570407933","64,5747629859464",0,69,1
7649,0,"61,7352943810641",27,0,9,Standing Order,0,5,D,Female,5,0,"1,0503181952042","30,71",0,"31,7603181952042",0,0,0,0,1,0
7650,0,"57,7193742543679",23,0,15,Standing Order,0,9,D,Male,16,0,"37,074519117499","28,12",0,"65,194519117499",0,"7287,35025561031","1093,79974520659",0,112,0
7651,0,"56,4129640570047",21,0,7,Standing Order,0,5,E,Male,5,0,"28,4378900913535","28,12",0,"56,5578900913535",0,"3387,24762687065","1416,51392628691",0,57,0
7652,0,"284,48354271854",24,0,9,Standing Order,0,2,C,Female,5,1,"77,6107442284219","28,12",0,"105,730744228422",0,"2677,38548123019","4861,61324781237",0,24,0
7653,0,"86,0959406602598",27,0,16,Standing Order,0,0,D,Male,5,0,"31,4593883519759","28,12",0,"59,5793883519759",0,"1661,18085238617","82,848560796699",0,1,0
7654,0,"72,5953545532422",33,0,10,Standing Order,0,4,D,Male,5,0,"3,96520341965934","30,71",0,"34,6752034196593",0,"758,752998162867","232,513073436326",0,12,0
7655,0,"154,255282203336",25,0,23,Standing Order,0,7,C,Female,3,0,"76,7049437730643","45,36",0,"122,064943773064",0,"815,611712421914",0,0,14,0
7656,1,"940,547238393648",31,0,9,Standing Order,0,8,A,Female,16,0,"672,700528698474","30,71",0,"703,410528698474",0,"8847,9986926251","8727,15624965959",0,190,1
7657,0,"22,3811768068313",21,0,13,Standing Order,0,9,C,Male,16,0,"164,890580637291","30,71",0,"195,600580637291",0,"2526,24696545163",0,0,180,0
7658,0,"20,0602920922182",21,0,7,Standing Order,0,0,D,Male,16,0,"16,3598992667444","28,12",0,"44,4798992667444",0,"7605,84624220625","644,16274102083",0,49,0
7659,1,"270,394669331974",24,0,10,Standing Order,0,2,B,Male,5,0,"178,423317492265","28,12",0,"206,543317492265",0,"3306,14043192637","51,2699038604098",0,70,0
7660,0,"78,9197594390097",27,0,9,Standing Order,0,4,D,Male,16,0,"19,8758811369341","28,12",0,"47,9958811369341",0,"134,271627859082",0,0,4,0
7661,1,"275,279372005582",24,0,6,Standing Order,0,6,E,Male,5,0,"139,724861765388","28,12",0,"167,844861765388",0,"6219,71899356895","9227,65891914038",0,61,0
7662,1,"300,941430906002",32,0,6,Standing Order,0,8,E,Male,16,0,"7,59636994431872","28,12","76,4822684566264","112,198638400945",0,"53,6369503877316",0,0,5,0
7663,0,"62,014217145078",32,0,6,Standing Order,0,4,E,Female,5,0,"15,6031534514764","28,12",0,"43,7231534514764",0,"10,798455628836","210,419924434968",0,0,0
7664,1,"278,952599618014",20,0,7,Standing Order,0,0,E,Male,16,0,"41,5782594123124","28,12",0,"69,6982594123124",0,"18309,6043909537","3212,87249844237",0,76,0
7665,0,"36,7565960672506",31,0,20,Standing Order,0,8,B,Female,3,0,"88,184954916148","45,36",0,"133,544954916148",0,"988,44718187304","71,3520725912638",0,66,0
7666,0,"31,6973743259579",27,0,8,Standing Order,0,8,D,Male,16,0,"22,6248975681567","30,71",0,"53,3348975681567",0,"3559,98937173093","583,369384756082",0,44,0
7667,0,"186,258209615451",28,0,24,Standing Order,0,2,D,Male,16,0,"49,7984176812976","30,71",0,"80,5084176812976",0,"1981,95283256602","484,550787164922",0,30,0
7668,0,"62,498406980889",22,0,8,Standing Order,0,5,D,Female,5,0,"16,1147586255246","28,12",0,"44,2347586255246",0,"224,241547116754","71,2939437280578",0,11,0
7669,0,"114,995161778801",21,0,19,Standing Order,0,5,D,Female,5,0,"25,1007498941462","28,12",0,"53,2207498941462",0,0,0,0,0,9
7670,0,"100,786971040412",25,0,18,Standing Order,0,9,B,Male,17,0,"0,2369734895283","25,64",0,"25,8769734895283",0,"4850,5816552079","1979,24171730195",0,8,0
7671,0,"5,38806851231398",25,0,33,Unknown,0,3,D,Male,18,0,"6,50691526358768","65,19",0,"71,6969152635877",0,"10672,3104515111","2059,9377731584",0,17,0
7672,0,"41,7908295173001",38,0,28,Standing Order,0,8,D,Male,5,0,"0,845248298915084","30,71",0,"31,5552482989151",0,"21,927393422669",0,0,8,0
7673,0,"61,3238412009048",25,0,19,Standing Order,0,1,D,Male,16,0,"19,0649886874969","28,12","20,1000333916858","67,2850220791827",0,"2878,93468034426","831,553052380785",0,23,0
7674,0,"8,79718279937235",22,0,14,Standing Order,0,9,D,Male,5,0,"26,5299652826711","28,12",0,"54,6499652826711",0,"7026,26989659532","1140,29109627766",0,31,0
7675,0,"65,6812660143882",28,0,8,Standing Order,0,2,C,Female,5,0,"7,69417564122098","28,12","224,378228722905","260,192404364126",0,"355,419887462459",0,0,24,0
7676,1,"259,1408478489",27,0,14,Standing Order,0,7,C,Male,5,0,"52,6473846528257","30,71","45,2478894705335","128,605274123359",0,"3029,91911811993","19,6154272652454",0,49,2
7677,0,"155,602651858357",24,0,16,Standing Order,0,9,D,Male,5,0,"14,3529428083062","30,71",0,"45,0629428083062",0,"557,799809406943","2356,45529848263",0,7,0
7678,0,"4,12393171040302",32,0,8,Standing Order,0,2,D,Male,5,0,"12,1631690583152","28,12",0,"40,2831690583152",0,"1984,27012908209","94,2361381101273",0,18,0
7679,0,"93,6123901479243",33,0,10,Standing Order,0,3,D,Male,5,0,"2,9133977293505","28,12","91,9961895343444","123,029587263695",0,"49,7059425269014",0,0,3,0
7680,0,"176,751220682136",33,0,18,Standing Order,0,8,D,Male,5,0,"31,9786482359638","28,12",0,"60,0986482359638",0,"773,16520617533","465,417907080749",0,22,0
7681,0,"15,6284664253044",47,0,12,Standing Order,0,2,C,Male,16,0,"19,6751533231415","28,12",0,"47,7951533231415",0,"1183,08195645998","46,9936549278594",0,76,0
7682,1,"9,05799766202966",22,0,20,Standing Order,0,7,C,Male,17,0,"106,421512892862","65,19","1,03218760812634","172,643700500989",0,"7412,59321373009","763,720194958254",0,117,0
7683,1,"367,237276249565",31,0,7,Standing Order,0,2,B,Male,12,1,"34,8185353551131","41,05","505,053337598994","580,921872954107",0,"779,282926217645",0,0,5,0
7684,0,"93,5521873676933",30,0,6,Standing Order,0,1,E,Male,5,0,"27,0803122317937","28,12","1,61293378752215","56,8132460193159",0,"135,629855070968","230,856526357009",0,5,0
7685,0,"41,6715670824748",47,0,12,Standing Order,0,9,D,Female,5,0,"5,17359532104087","28,12",0,"33,2935953210409",0,"672,539540751258",0,0,5,0
7686,0,"16,7921773923093",23,0,8,Standing Order,0,2,D,Male,16,0,"2,30163655927167","28,12",0,"30,4216365592717",0,"752,866498876876","700,319429949175",0,1,0
7687,0,"153,667438360009",21,0,7,Standing Order,0,8,C,Male,5,0,"159,928336144506","30,71",0,"190,638336144506",0,"11396,578616366","10170,0644700447",0,47,0
7688,0,"57,0953115201698",39,0,19,Standing Order,0,6,D,Male,16,0,"4,60623455478509","28,12",0,"32,7262345547851",0,"148,933087351529",0,0,7,0
7689,0,"80,3312437098149",25,0,7,Standing Order,0,8,E,Male,16,0,"12,4390916719512","30,71","6,55254013618228","49,7016318081335",0,"9465,38521375652","1189,56727209875",0,50,1
7690,0,"86,5599199072577",21,0,33,Standing Order,0,5,D,Male,16,0,"21,9296786702909","30,71",0,"52,6396786702909",0,"1261,47169271948","495,033839465592",0,13,0
7691,0,"58,9376293378983",30,0,6,Standing Order,0,2,E,Male,5,0,"14,5653048733795","28,12",0,"42,6853048733795",0,"821,977834693243","54,0291182430761",0,39,0
7692,0,"149,37564126938",24,0,21,Standing Order,0,5,C,Male,16,0,"148,71150486189","28,12",0,"176,83150486189",0,"7372,05353959417","4113,32212961643",0,60,0
7693,0,"64,5012076637041",21,0,34,Standing Order,0,5,C,Male,16,0,"123,957649187766","28,12",0,"152,077649187766",0,"12149,8095056642","7234,82238175627",0,95,0
7694,1,"273,448717510089",27,0,13,Standing Order,0,4,C,Female,4,0,"83,9792814366666","65,19",0,"149,169281436667",0,"3320,38023843002","2546,93173061602",0,80,0
7695,1,"148,951988661516",20,0,11,Standing Order,0,5,C,Male,16,0,"159,730558074006","30,71",0,"190,440558074006",0,"18496,6086619377","51868,8854523657",0,77,0
7696,0,"5,0972222208302",25,0,19,Standing Order,0,4,C,Male,16,0,"33,684205934498","47,95",0,"81,634205934498",0,"7686,1010168291","1936,61760275184",0,64,0
7697,0,"50,9647149574385",28,0,9,Standing Order,0,5,D,Male,5,0,"39,6568350910058","28,12",0,"67,7768350910059",0,"532,067017038225",0,0,21,0
7698,0,"10,9660215988006",30,0,11,Standing Order,0,2,C,Male,4,0,"35,4501597914437","65,19",0,"100,640159791444",0,"1840,30855237244","199,637387451321",0,43,0
7699,0,"21,5687661817059",24,0,15,Standing Order,0,8,D,Male,5,0,"42,2694907410734",0,0,"42,2694907410734",0,"4894,01371634876","3054,31139664301",0,34,0
7700,0,"9,53222727683379",25,0,18,Standing Order,0,8,D,Male,16,0,"3,67841208187854","30,71","1,20900389805106","35,5974159799296",0,"341,566949406673",0,0,2,0
7701,0,"0,456988925087743",28,0,14,Standing Order,0,3,D,Male,5,0,"1,01012291894219",0,0,"1,01012291894219",0,"14,1305835761547","47,3536419982499",0,7,0
7702,0,"47,2498211699367",23,0,8,Standing Order,0,9,D,Male,5,0,"61,8876884222186","28,12",0,"90,0076884222186",0,"15,1766450433692","22,144471299653",0,7,0
7703,0,"31,9954335429609",21,0,14,Standing Order,0,5,D,Female,16,0,"1,43952562093201","28,12",0,"29,559525620932",0,"763,783815154921",0,0,4,0
7704,0,"83,8899906645954",32,0,6,Standing Order,0,4,E,Female,5,0,"15,3378236197526","28,12",0,"43,4578236197526",0,"12,8294545322525","156,914231984182",0,0,0
7705,0,"248,572007245983",47,0,30,Standing Order,0,4,B,Male,4,0,"99,0870502868047","62,6","62,754243524188","224,441293810993","92,8717223070752","6018,3072845052","313,326725259557",0,86,0
7706,0,"3,94066640114832",36,0,19,Standing Order,0,1,D,Male,16,0,"1,82397722363468","28,12",0,"29,9439772236347",0,0,0,0,0,0
7707,0,"287,893264082268",25,0,9,Standing Order,0,7,C,Male,5,0,"114,498840966246","30,71",0,"145,208840966246",0,"320,86928799364","1271,48445969422",0,15,0
7708,0,"168,406381409132",27,0,14,Standing Order,0,1,C,Male,16,0,"91,7708037097565","28,12",0,"119,890803709756",0,"1212,56913853364","4156,74105646539",0,41,0
7709,0,"9,27540830734883",27,0,13,Standing Order,0,5,C,Male,16,0,"7,75395839124578","28,12","7,73540311837825","43,609361509624",0,"723,683448840329","70,203073689674",0,14,0
7710,0,"250,222555773538",24,1,27,Standing Order,0,5,C,Male,17,0,"104,461066692092","33,59",0,"138,051066692092",0,"931,372765220612","759,03138530508",0,18,0
7711,1,"251,092825893284",20,0,9,Unknown,0,5,B,Male,5,0,"132,988855749923","28,12",0,"161,108855749923",0,"5142,03964920502","2938,10245647262",0,103,10
7712,0,"12,0395218778921",21,1,10,Standing Order,0,1,D,Male,5,0,"14,5744123180813","28,12",0,"42,6944123180813",0,0,0,0,7,0
7713,0,"40,1075155974483",21,0,6,Standing Order,0,7,E,Male,16,0,"44,7020486053256","28,12",0,"72,8220486053256",0,"15468,1830656976","953,29842393661",0,41,0
7714,0,"7,67709292774471",36,0,34,Standing Order,0,4,D,Male,5,0,"0,391580627415793","28,12",0,"28,5115806274158",0,"12,4564289000516","111,0178281016",0,3,0
